Wall time,Step,Value
1684749553.6617992,0,0.07134334743022919
1684749612.9117513,1,0.05651825666427612
1684749645.9715674,2,0.051447875797748566
1684749678.8459084,3,0.04812351614236832
1684749712.4888983,4,0.04580537974834442
1684749746.4498937,5,0.04342255741357803
1684749780.5487916,6,0.040410615503787994
1684749817.562861,7,0.037699948996305466
1684749851.799082,8,0.041359949856996536
1684749885.7883692,9,0.03503967449069023
1684749918.9744656,10,0.03418605029582977
1684749952.6392365,11,0.03421485051512718
1684749985.805857,12,0.04193830117583275
1684750019.2120955,13,0.036650996655225754
1684750052.553302,14,0.033280178904533386
1684750088.4012415,15,0.03100115805864334
1684750122.0139918,16,0.033151231706142426
1684750155.4799914,17,0.03172924742102623
1684750188.968301,18,0.029665039852261543
1684750222.381668,19,0.02963239699602127
1684750255.820371,20,0.030638717114925385
1684750289.3009756,21,0.028529813513159752
1684750322.38454,22,0.02835709974169731
1684750355.4606977,23,0.027559882029891014
1684750389.246438,24,0.027523517608642578
1684750422.8312297,25,0.02668369561433792
1684750456.3849761,26,0.02728944644331932
1684750489.8267097,27,0.02593419887125492
1684750523.4492943,28,0.027239125221967697
1684750557.2094908,29,0.026652630418539047
1684750591.0887642,30,0.023437926545739174
1684750624.2027328,31,0.02526136115193367
1684750657.8452642,32,0.025865178555250168
1684750691.305258,33,0.024553116410970688
1684750724.7066875,34,0.024437997490167618
1684750758.323792,35,0.022154033184051514
1684750791.9405067,36,0.022858697921037674
1684750825.587327,37,0.02194998972117901
1684750859.308971,38,0.021494079381227493
1684750893.1867335,39,0.026449428871273994
1684750926.7675657,40,0.021478090435266495
1684750960.3637092,41,0.022887056693434715
1684750994.1254284,42,0.021563885733485222
1684751027.5993843,43,0.021636823192238808
1684751061.4413729,44,0.020994052290916443
1684751094.541589,45,0.019755501300096512
1684751127.6756432,46,0.019136205315589905
1684751161.5071313,47,0.020556742325425148
1684751195.3234975,48,0.02251410111784935
1684751228.284877,49,0.01954563893377781
1684751261.8442101,50,0.019059166312217712
1684751295.4212024,51,0.018503636121749878
1684751328.9959173,52,0.018222887068986893
1684751362.771299,53,0.01793411560356617
1684751396.4562402,54,0.019502514973282814
1684751430.3038085,55,0.01806943118572235
1684751463.8587792,56,0.01856599934399128
1684751497.324278,57,0.018046187236905098
1684751530.7671506,58,0.018553143367171288
1684751563.4260623,59,0.017898567020893097
1684751597.0253606,60,0.01762261614203453
1684751630.6857529,61,0.016866417601704597
1684751664.4689147,62,0.018582986667752266
1684751697.7707572,63,0.01695234328508377
1684751731.2153938,64,0.018020348623394966
1684751764.325956,65,0.01620645262300968
1684751797.9066367,66,0.017762500792741776
1684751831.584419,67,0.016939138993620872
1684751865.6114032,68,0.016379691660404205
1684751899.3967285,69,0.017144137993454933
