Wall time,Step,Value
1688983558.7897468,1,0.02113848552107811
1688983618.2562325,2,0.01692783832550049
1688983674.659988,3,0.014704213477671146
1688983735.0336826,4,0.013233347795903683
1688983796.0108373,5,0.01225223671644926
1688983854.508272,6,0.01156983058899641
1688983913.578924,7,0.010873576626181602
1688983975.222971,8,0.01027304120361805
1688984036.8646889,9,0.009868853725492954
1688984095.4576492,10,0.00945521704852581
1688984152.0460947,11,0.009151154197752476
1688984212.4711683,12,0.008860571309924126
1688984278.6524618,13,0.00866301916539669
1688984342.3260422,14,0.00843670405447483
1688984406.3711922,15,0.008257759734988213
1688984467.802254,16,0.008101629093289375
1688984529.1020398,17,0.007950745522975922
1688984589.4832811,18,0.007842096500098705
1688984648.2326221,19,0.007727503776550293
1688984709.2720344,20,0.007641520816832781
1688984771.2888265,21,0.0075643910095095634
1688984824.0359251,22,0.007496816571801901
1688984886.387103,23,0.007438089698553085
1688984946.416873,24,0.00738781550899148
1688985010.1291792,25,0.007342776283621788
1688985063.9786844,26,0.007307908032089472
1688985108.8704293,27,0.00727691687643528
1688985140.872047,28,0.007250642403960228
1688985169.1164367,29,0.007228083908557892
1688985183.937706,30,0.0072058262303471565
