Wall time,Step,Value
1685353938.5392268,0,0.7612281441688538
1685354172.8792088,1,0.7756820321083069
1685354189.1844923,2,0.7818110585212708
1685354205.7087526,3,0.7850950956344604
1685354221.6684983,4,0.7879639267921448
1685354237.7727084,5,0.7920418381690979
1685354254.8430505,6,0.793895423412323
1685354271.2882702,7,0.7957515716552734
1685354288.0225825,8,0.7971386313438416
1685354304.2866647,9,0.7962716817855835
1685354320.8074276,10,0.7998995780944824
1685354337.485854,11,0.8007002472877502
1685354353.8931768,12,0.8018572926521301
1685354370.1756237,13,0.8055160045623779
1685354386.7438626,14,0.8067282438278198
1685354402.9163303,15,0.8075584173202515
1685354419.7188404,16,0.8106829524040222
1685354436.460622,17,0.8127571940422058
1685354453.1511118,18,0.8121073842048645
1685354470.0017881,19,0.8137484788894653
1685354486.05932,20,0.8133467435836792
1685354501.831924,21,0.8154597878456116
1685354518.7521286,22,0.815111517906189
1685354536.2684996,23,0.8170449733734131
1685354552.484077,24,0.8188260197639465
1685354569.3508303,25,0.8189281225204468
1685354585.315608,26,0.818171501159668
1685354596.4188137,27,0.820690929889679
1685354607.5545204,28,0.8172902464866638
1685354618.7219896,29,0.8174956440925598
