Wall time,Step,Value
1684699200.5260653,0,0.20730909705162048
1684699225.7997916,1,0.021731987595558167
1684699247.6328614,2,0.018019922077655792
1684699268.033564,3,0.01602759025990963
1684699287.8036568,4,0.015786774456501007
1684699311.0488966,5,0.014651747420430183
1684699334.4157183,6,0.01436157152056694
1684699360.331836,7,0.01235897559672594
1684699376.8103387,8,0.012429477646946907
1684699400.566911,9,0.012242174707353115
1684699421.5656068,10,0.013235068880021572
1684699442.5608327,11,0.012538897804915905
1684699465.8090923,12,0.010722311213612556
1684699490.7179654,13,0.010710769332945347
1684699519.6299064,14,0.010392767377197742
1684699547.0041783,15,0.013163452968001366
1684699574.031421,16,0.010013397783041
1684699603.8409708,17,0.009656964801251888
1684699632.473505,18,0.009280724450945854
1684699665.6774087,19,0.010348904877901077
1684699696.660915,20,0.009954765439033508
1684699730.7514966,21,0.009263338521122932
1684699769.3247216,22,0.008763830177485943
1684699805.554458,23,0.009363984689116478
1684699842.2590942,24,0.008260591886937618
1684699876.6895075,25,0.009441458620131016
1684699911.2159762,26,0.008356289006769657
1684699945.4885874,27,0.008632433600723743
1684699980.3259256,28,0.0113955307751894
1684700014.2398844,29,0.007907571271061897
1684700046.6538818,30,0.007426784839481115
1684700084.1374936,31,0.007313656620681286
1684700119.1574383,32,0.006871862802654505
1684700153.9519072,33,0.007146201096475124
1684700188.420529,34,0.00727101881057024
1684700224.6642191,35,0.007873580791056156
1684700258.892519,36,0.006531688384711742
1684700292.104571,37,0.006789924576878548
1684700327.0848055,38,0.006358581129461527
1684700361.3971367,39,0.007011671084910631
1684700396.654939,40,0.010578538291156292
1684700430.5445397,41,0.007227756083011627
1684700465.0738156,42,0.006623327732086182
1684700499.9447107,43,0.006604494992643595
1684700536.7284591,44,0.006322191562503576
1684700568.6219034,45,0.005839440505951643
1684700599.023322,46,0.006391754373908043
1684700629.780865,47,0.006954248528927565
1684700659.3191655,48,0.005866341292858124
1684700691.3781848,49,0.005450613796710968
1684700721.5698588,50,0.006315350532531738
1684700752.1915033,51,0.008507591672241688
1684700785.5279105,52,0.005645677447319031
1684700812.961,53,0.005360742565244436
1684700840.8454034,54,0.005176840350031853
1684700872.7724962,55,0.0051975860260427
1684700902.3906348,56,0.005346678197383881
1684700931.03859,57,0.006213313899934292
1684700961.8000152,58,0.007170236669480801
1684700987.9873805,59,0.005754703655838966
1684701020.6245935,60,0.004888399038463831
1684701054.3319094,61,0.005151147022843361
1684701090.2532628,62,0.007490053307265043
1684701124.7570431,63,0.006903777364641428
1684701160.156016,64,0.006362437270581722
1684701194.322361,65,0.005133255384862423
1684701225.814023,66,0.004220973234623671
1684701254.9662356,67,0.00435349065810442
1684701285.6907623,68,0.005616752430796623
1684701317.9406052,69,0.0051246401853859425
1684701349.6634536,70,0.005652301013469696
1684701376.7169833,71,0.00451213214546442
1684701400.9093063,72,0.004460492171347141
1684701422.6383762,73,0.0039214882999658585
1684701446.141705,74,0.003914861008524895
1684701470.3176808,75,0.0038944927509874105
1684701494.6708245,76,0.003991072531789541
1684701519.5746953,77,0.003986497409641743
1684701542.3262782,78,0.0044075665064156055
1684701568.6869268,79,0.0072823152877390385
1684701592.3612418,80,0.008371462114155293
1684701614.291632,81,0.004996307194232941
1684701636.8782692,82,0.00393822742626071
1684701658.9815001,83,0.003426739713177085
1684701680.0525725,84,0.003168455557897687
1684701702.5215275,85,0.003285520477220416
1684701722.8037844,86,0.0034914137795567513
1684701745.7018917,87,0.004341611638665199
1684701768.7905266,88,0.0043890951201319695
1684701790.3406832,89,0.003939578775316477
1684701811.734106,90,0.0032951273024082184
1684701835.456521,91,0.0034332021605223417
1684701858.6326358,92,0.0029470426961779594
1684701881.5309737,93,0.004579310305416584
1684701904.7481506,94,0.0038096799980849028
1684701927.490137,95,0.002867721952497959
1684701950.1417184,96,0.0031070001423358917
1684701973.5551448,97,0.006379610858857632
1684701996.0682814,98,0.00409630686044693
1684702015.004238,99,0.00322013720870018
