Wall time,Step,Value
1693239888.1442657,1,1.0915635824203491
1693240959.1939423,2,0.8535794615745544
1693242027.7499418,3,0.7949386835098267
1693243113.4007301,4,0.766200065612793
1693244209.0467467,5,0.7482040524482727
1693245312.3971095,6,0.7336846590042114
1693246409.6757507,7,0.7243367433547974
1693247512.1121147,8,0.7184374928474426
1693248630.2586527,9,0.7123485803604126
1693249747.288821,10,0.7075242400169373
1693250870.8927283,11,0.7033291459083557
1693251969.7210755,12,0.7000601887702942
1693253067.1088746,13,0.6958222985267639
1693254141.786834,14,0.6922212243080139
1693255213.345691,15,0.6892063617706299
1693256277.4472334,16,0.6861587762832642
1693257345.8313134,17,0.6834448575973511
1693258411.8610609,18,0.6866766214370728
1693259479.8154528,19,0.6791541576385498
1693260552.7882462,20,0.676513671875
1693261618.8710234,21,0.6741265654563904
1693262686.519879,22,0.6722344756126404
1693263751.2346632,23,0.6704494953155518
1693264818.6565828,24,0.6689881086349487
1693265886.9548528,25,0.6674733757972717
1693266951.6296504,26,0.6710972189903259
1693268019.644353,27,0.6674819588661194
1693269080.9880362,28,0.6647363901138306
1693270147.3566232,29,0.6630695462226868
1693271213.3221138,30,0.6622953414916992
1693272279.6853807,31,0.6606509685516357
1693273349.193988,32,0.6598458290100098
1693274412.1606777,33,0.6588568091392517
1693275479.652614,34,0.6586616635322571
1693276543.7758093,35,0.6574737429618835
1693277608.3660011,36,0.6561645865440369
1693278675.8226223,37,0.6556242108345032
1693279739.9862962,38,0.6550049781799316
1693280807.7176106,39,0.6543627977371216
1693281873.3169634,40,0.6537599563598633
1693282940.369168,41,0.6528141498565674
1693284009.227796,42,0.6521225571632385
1693285073.8616166,43,0.6516748070716858
1693286141.0130033,44,0.6509393453598022
1693287203.9428556,45,0.6507960557937622
1693288273.7290974,46,0.6501340866088867
1693289338.8681574,47,0.649608850479126
1693290409.1980844,48,0.6487686634063721
1693291478.0230212,49,0.6482530832290649
1693292539.313316,50,0.6478261351585388
1693293611.5434868,51,0.6474186778068542
1693294680.8309114,52,0.6472032070159912
1693295753.3059666,53,0.64676433801651
1693296826.5503302,54,0.6465224623680115
1693297892.0844178,55,0.6464630365371704
1693298961.1119292,56,0.6457119584083557
1693300026.6977072,57,0.6451774835586548
1693301097.278145,58,0.6450393795967102
1693302171.1260602,59,0.6449395418167114
1693303243.2651227,60,0.6445822715759277
1693304314.6747458,61,0.6442173719406128
1693305381.7785106,62,0.6492246389389038
1693306449.4648688,63,0.6463662981987
1693307515.6024542,64,0.6439213156700134
1693308584.4444835,65,0.6429088115692139
1693309651.8484771,66,0.6423459053039551
1693310719.2883325,67,0.6421538591384888
1693311787.181405,68,0.6423399448394775
1693312851.396069,69,0.6422536373138428
1693313918.6617126,70,0.642220675945282
1693314982.2111158,71,0.6417426466941833
1693316051.6912096,72,0.6415996551513672
1693317119.3211408,73,0.6413079500198364
1693318186.4604318,74,0.6413976550102234
1693319254.3023314,75,0.6410109996795654
1693320320.8529859,76,0.6410319805145264
1693321390.7929192,77,0.6410574913024902
1693322457.1239948,78,0.6406455636024475
1693323525.0919855,79,0.6404231786727905
1693324595.9260545,80,0.6402859687805176
1693325662.4343812,81,0.640253484249115
1693326732.8242817,82,0.6402367949485779
1693327800.229672,83,0.6399231553077698
1693328868.6692247,84,0.6396141648292542
1693329935.86228,85,0.639754593372345
1693331003.0797894,86,0.6396282911300659
1693332073.0527768,87,0.6392014026641846
1693333136.5850883,88,0.6390247344970703
1693334207.1866698,89,0.6386836767196655
1693335272.3343987,90,0.6386900544166565
1693336340.3862762,91,0.6384109258651733
1693337408.1493447,92,0.638759434223175
1693338474.0857239,93,0.6387794017791748
1693339545.4751325,94,0.6385250687599182
1693340609.7753873,95,0.6382446885108948
1693341675.7951608,96,0.6379557251930237
1693342743.156692,97,0.6381582617759705
1693343807.9666545,98,0.6378931999206543
1693344876.5509202,99,0.6377946138381958
1693345942.186171,100,0.6375249624252319
1693347009.6631298,101,0.6374466419219971
1693348075.0080636,102,0.6372042298316956
1693349143.034872,103,0.6371188163757324
1693350211.813914,104,0.6370147466659546
1693351276.8114393,105,0.636965811252594
1693352343.8213758,106,0.6368089914321899
1693353407.9489224,107,0.6367902159690857
1693354476.071727,108,0.6365786194801331
1693355540.9225245,109,0.6367285251617432
1693356606.8676457,110,0.6367444396018982
1693357674.3067257,111,0.6369041204452515
1693358739.6199474,112,0.6367715001106262
1693359808.7857409,113,0.6364849209785461
1693360872.5797982,114,0.6364156007766724
1693361939.8165123,115,0.6369925141334534
1693363005.1257484,116,0.636726438999176
1693364068.282657,117,0.6364384293556213
1693365136.037409,118,0.6363813281059265
1693366200.3393831,119,0.6361839175224304
1693367267.1613169,120,0.635903000831604
1693368332.6883738,121,0.6358563303947449
1693369400.7736056,122,0.6355782747268677
1693370467.2150214,123,0.6355583071708679
1693371531.777612,124,0.6354555487632751
1693372600.9252543,125,0.6354215145111084
1693373666.080169,126,0.6358489990234375
1693374737.4157498,127,0.635561466217041
1693375802.6986153,128,0.6355733871459961
1693376871.8108375,129,0.6352994441986084
1693377941.4107296,130,0.6352353096008301
1693379005.560364,131,0.6350057721138
1693380071.8169136,132,0.6348925232887268
1693381136.375896,133,0.6348331570625305
1693382203.6718261,134,0.6354556083679199
1693383268.7113698,135,0.6353033781051636
1693384332.1134841,136,0.6348562240600586
1693385401.636121,137,0.6347286701202393
1693386466.353429,138,0.6346452832221985
1693387535.4186614,139,0.6347002387046814
1693388601.490766,140,0.6347018480300903
1693389670.8251493,141,0.6347910165786743
1693390737.8756201,142,0.6347242593765259
1693391804.6364164,143,0.6344282031059265
1693392873.9051383,144,0.6342004537582397
1693393940.8163745,145,0.6344857215881348
1693395010.4424896,146,0.6343114972114563
1693396074.1171286,147,0.6341184973716736
1693397141.049264,148,0.6344162225723267
1693398209.056663,149,0.634138286113739
1693399274.911005,150,0.6341331601142883
1693400341.2439294,151,0.6340367794036865
1693401406.1508567,152,0.6340335607528687
1693402475.907133,153,0.6341023445129395
1693403543.345258,154,0.6341570615768433
1693404610.0782878,155,0.6339335441589355
1693405678.4377966,156,0.6339460611343384
1693406743.3227932,157,0.6341333985328674
1693407810.1285148,158,0.6342859864234924
1693408874.264103,159,0.6340633034706116
1693409942.3321784,160,0.6341748237609863
1693411010.8107615,161,0.6338499188423157
1693412077.2127807,162,0.6336654424667358
1693413147.8374708,163,0.6337164044380188
1693414212.1979446,164,0.6338667273521423
1693415280.8302083,165,0.6337907910346985
1693416345.80668,166,0.6335756778717041
1693417415.357988,167,0.6334089636802673
1693418484.5736365,168,0.6332518458366394
1693419549.8337185,169,0.6334323287010193
1693420619.182079,170,0.6336890459060669
1693421683.8643303,171,0.6337219476699829
1693422753.0382385,172,0.633514404296875
1693423819.6343846,173,0.6334494352340698
1693424885.4995399,174,0.6334307193756104
1693425953.5957382,175,0.6331129670143127
1693427019.681082,176,0.6330249309539795
1693428088.1761897,177,0.6333274841308594
1693429156.3226235,178,0.6337200403213501
1693430232.7374654,179,0.6334033012390137
1693431342.4473894,180,0.6329699754714966
1693432456.8058486,181,0.6329219937324524
1693433568.1332316,182,0.6330382823944092
1693434673.5408723,183,0.632779598236084
1693435782.2751112,184,0.6330846548080444
1693436887.527362,185,0.6331561207771301
1693437990.4319844,186,0.6330936551094055
1693439077.8037543,187,0.6327508687973022
1693440169.81751,188,0.6328201293945312
1693441249.6577392,189,0.6327001452445984
1693442338.1349635,190,0.6324982047080994
1693443426.9964063,191,0.6324103474617004
1693444510.8349082,192,0.6322951316833496
1693445598.3274841,193,0.632473349571228
1693446680.979965,194,0.6324509978294373
1693447770.1771173,195,0.6325846314430237
1693448858.1051178,196,0.6324873566627502
1693449939.9157946,197,0.6326092481613159
1693451029.1927936,198,0.6326326131820679
1693452110.5297823,199,0.6327917575836182
1693453200.1019766,200,0.6324634552001953
1693454286.7185829,201,0.6323757171630859
1693455370.4949524,202,0.6323739290237427
1693456457.1496198,203,0.6323518753051758
1693457537.9340575,204,0.632445216178894
1693458627.8751915,205,0.6321114301681519
1693459719.2636154,206,0.6320958733558655
1693460802.8934584,207,0.632354199886322
1693461888.8386102,208,0.6323582530021667
1693462970.7245557,209,0.6321946382522583
1693464071.4312153,210,0.6319547891616821
1693465162.8948267,211,0.6320516467094421
1693466248.1845598,212,0.6325944066047668
1693467337.8687134,213,0.6322239637374878
1693468479.0307014,214,0.6319523453712463
1693469644.6300635,215,0.6318186521530151
1693470805.572512,216,0.6318227648735046
1693471977.6891627,217,0.63210129737854
1693473144.359968,218,0.632526695728302
1693474311.9901135,219,0.6320438385009766
1693475470.7789023,220,0.6319119334220886
1693476637.9493852,221,0.631843626499176
1693477744.0106106,222,0.6319772601127625
1693478842.103133,223,0.6321614980697632
1693479956.4723072,224,0.6321801543235779
1693481052.236121,225,0.6321809887886047
1693482144.568066,226,0.6319484710693359
1693483245.8985705,227,0.6318148970603943
1693484337.0298915,228,0.6317436695098877
1693485438.1185617,229,0.6318395733833313
1693486532.8715472,230,0.631817638874054
1693487632.2210453,231,0.631680428981781
1693488726.2843084,232,0.6317979693412781
1693489826.3632715,233,0.6318931579589844
1693490920.4037924,234,0.6319097280502319
1693492018.112068,235,0.6318121552467346
1693493111.9635158,236,0.6316532492637634
1693494210.7038136,237,0.6316331624984741
1693495300.798989,238,0.6314516663551331
1693496399.883383,239,0.6316814422607422
1693497493.7505789,240,0.631570041179657
1693498597.053159,241,0.6315809488296509
1693499688.2669084,242,0.6315929293632507
1693500783.0653634,243,0.6316153407096863
1693501874.205625,244,0.6315699815750122
1693502962.3191159,245,0.6312484741210938
1693504054.3887234,246,0.6310112476348877
1693505149.3628945,247,0.6311895847320557
1693506245.081592,248,0.6313318014144897
1693507345.9280279,249,0.6313266158103943
1693508439.8378303,250,0.6310482621192932
1693509545.5151854,251,0.6311220526695251
1693510639.5598118,252,0.6311869621276855
1693511740.605595,253,0.631493091583252
1693512834.1720252,254,0.6311904191970825
1693513932.033091,255,0.6309446692466736
1693515027.7053616,256,0.6310238242149353
1693516179.3863583,257,0.6311048269271851
1693517288.462394,258,0.6312875151634216
1693518385.9419475,259,0.631151556968689
1693519481.2151232,260,0.6313467621803284
1693520566.5759747,261,0.6313456296920776
1693521644.8267062,262,0.6312709450721741
1693522721.3048697,263,0.6310602426528931
1693523807.4635928,264,0.6312797665596008
1693524897.2619293,265,0.6312464475631714
1693525976.833969,266,0.6312363743782043
1693527049.7725034,267,0.6311506032943726
1693528124.7864287,268,0.6312826871871948
1693529199.4098778,269,0.6313402056694031
1693530284.2164857,270,0.6312318444252014
1693531358.8696008,271,0.6314908266067505
1693532431.9482603,272,0.6310644745826721
1693533504.215726,273,0.6309266686439514
1693534573.923907,274,0.6308889985084534
1693535643.0047383,275,0.630926251411438
1693536725.3470159,276,0.6309626698493958
1693537796.0309434,277,0.6308825016021729
1693538869.847781,278,0.6307802200317383
1693539943.1625519,279,0.6306223273277283
1693541015.0872703,280,0.6307596564292908
1693542087.841814,281,0.630879282951355
1693543158.1306143,282,0.6307592988014221
1693544233.7755518,283,0.6309612989425659
1693545316.496864,284,0.6307282447814941
1693546405.9393458,285,0.6309045553207397
1693547494.9946697,286,0.6307218074798584
1693548575.393631,287,0.630919337272644
1693549664.7542286,288,0.6307151317596436
1693550750.682286,289,0.6305707693099976
1693551843.3739855,290,0.6308565139770508
1693552928.6593997,291,0.6306301951408386
1693554019.9280279,292,0.6305656433105469
1693555116.0172012,293,0.6305815577507019
1693556252.28399,294,0.6305195689201355
1693557400.7383595,295,0.6308478116989136
1693558533.9156916,296,0.6308737397193909
1693559661.6801999,297,0.6305586099624634
1693560785.5312483,298,0.6304986476898193
1693561908.4994292,299,0.6304182410240173
1693563036.4829144,300,0.6303290724754333
